,id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
365,420,location 686,0,event_type 22,severity_type 1,feature 305,1,resource_type 8
366,16891,location 242,0,event_type 35,severity_type 2,feature 314,61,resource_type 2
367,8046,location 899,1,event_type 44,severity_type 1,feature 378,1,resource_type 2
368,7484,location 202,0,event_type 35,severity_type 1,feature 134,1,resource_type 2
369,14880,location 923,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
370,16049,location 894,0,event_type 43,severity_type 1,feature 290,3,resource_type 2
371,227,location 771,0,event_type 15,severity_type 2,feature 71,2,resource_type 8
372,1387,location 95,0,event_type 35,severity_type 2,feature 227,1,resource_type 2
373,12011,location 485,0,event_type 35,severity_type 2,feature 232,5,resource_type 2
374,6123,location 974,0,event_type 11,severity_type 1,feature 87,2,resource_type 8
375,8935,location 919,0,event_type 11,severity_type 1,feature 202,2,resource_type 8
376,2865,location 1009,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
377,17241,location 814,0,event_type 11,severity_type 2,feature 70,2,resource_type 8
378,5237,location 973,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
379,3185,location 120,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
380,4691,location 504,0,event_type 11,severity_type 1,feature 229,2,resource_type 2
381,8423,location 500,0,event_type 35,severity_type 2,feature 312,2,resource_type 2
382,17894,location 1058,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
383,14642,location 497,0,event_type 34,severity_type 2,feature 312,71,resource_type 2
384,5292,location 471,0,event_type 34,severity_type 2,feature 233,2,resource_type 2
385,3670,location 1084,1,event_type 11,severity_type 1,feature 170,4,resource_type 8
386,7301,location 846,1,event_type 15,severity_type 2,feature 82,4,resource_type 8
387,2105,location 234,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
388,1954,location 418,0,event_type 35,severity_type 4,feature 301,5,resource_type 2
389,7699,location 875,0,event_type 11,severity_type 2,feature 202,2,resource_type 8
390,15680,location 821,1,event_type 15,severity_type 1,feature 71,1,resource_type 8
391,16960,location 490,0,event_type 34,severity_type 2,feature 235,7,resource_type 2
392,2476,location 107,0,event_type 35,severity_type 2,feature 313,1,resource_type 2
393,4646,location 126,0,event_type 34,severity_type 2,feature 313,8,resource_type 2
394,4826,location 122,0,event_type 34,severity_type 2,feature 313,5,resource_type 2
395,14595,location 1,1,event_type 15,severity_type 2,feature 201,1,resource_type 8
396,12970,location 618,1,event_type 14,severity_type 2,feature 54,2,resource_type 4
397,9353,location 95,0,event_type 34,severity_type 2,feature 309,1,resource_type 2
398,17222,location 491,0,event_type 35,severity_type 2,feature 235,3,resource_type 2
399,10057,location 500,0,event_type 34,severity_type 2,feature 235,1,resource_type 2
400,12864,location 921,2,event_type 11,severity_type 1,feature 203,10,resource_type 8
401,16999,location 878,0,event_type 11,severity_type 1,feature 73,2,resource_type 8
402,2692,location 444,0,event_type 34,severity_type 2,feature 313,2,resource_type 2
403,14976,location 963,0,event_type 11,severity_type 1,feature 195,41,resource_type 8
404,6847,location 240,1,event_type 35,severity_type 2,feature 232,4,resource_type 2
405,15784,location 599,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
406,8439,location 303,1,event_type 21,severity_type 1,feature 301,1,resource_type 2
407,7067,location 684,0,event_type 15,severity_type 2,feature 82,40,resource_type 8
408,18113,location 155,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
409,17415,location 717,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
410,12978,location 1010,0,event_type 11,severity_type 1,feature 73,9,resource_type 8
411,5459,location 878,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
412,10742,location 991,1,event_type 11,severity_type 1,feature 206,1,resource_type 8
413,497,location 253,0,event_type 34,severity_type 2,feature 307,3,resource_type 2
414,6646,location 1058,0,event_type 11,severity_type 2,feature 54,2,resource_type 8
415,12958,location 1042,0,event_type 15,severity_type 1,feature 203,8,resource_type 8
416,5394,location 35,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
417,12610,location 648,1,event_type 23,severity_type 1,feature 223,1,resource_type 7
418,5926,location 465,0,event_type 21,severity_type 1,feature 220,1,resource_type 2
419,9713,location 499,0,event_type 34,severity_type 2,feature 233,71,resource_type 2
420,7364,location 597,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
421,5311,location 836,0,event_type 11,severity_type 1,feature 73,3,resource_type 8
422,13337,location 101,0,event_type 35,severity_type 2,feature 228,2,resource_type 2
423,11149,location 476,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
424,6938,location 864,1,event_type 24,severity_type 1,feature 239,3,resource_type 2
425,14109,location 808,0,event_type 11,severity_type 1,feature 71,1,resource_type 8
426,16926,location 91,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
427,5219,location 157,0,event_type 35,severity_type 2,feature 312,19,resource_type 2
428,14939,location 845,1,event_type 15,severity_type 2,feature 82,6,resource_type 8
429,6492,location 695,0,event_type 11,severity_type 1,feature 195,3,resource_type 8
430,4107,location 707,0,event_type 15,severity_type 2,feature 349,1,resource_type 8
431,506,location 756,0,event_type 11,severity_type 1,feature 54,13,resource_type 8
432,2435,location 738,1,event_type 11,severity_type 1,feature 198,1,resource_type 8
433,12376,location 734,1,event_type 15,severity_type 2,feature 56,2,resource_type 1
434,135,location 878,0,event_type 11,severity_type 1,feature 195,6,resource_type 8
435,9605,location 244,0,event_type 34,severity_type 2,feature 312,26,resource_type 2
436,13872,location 1084,0,event_type 32,severity_type 2,feature 54,1,resource_type 8
437,15057,location 1008,0,event_type 15,severity_type 2,feature 82,40,resource_type 8
438,11020,location 661,1,event_type 11,severity_type 1,feature 54,1,resource_type 6
439,3536,location 1063,0,event_type 11,severity_type 1,feature 109,1,resource_type 8
440,14249,location 821,2,event_type 11,severity_type 1,feature 82,101,resource_type 8
441,3979,location 95,0,event_type 35,severity_type 2,feature 228,1,resource_type 2
442,8293,location 407,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
443,2987,location 126,0,event_type 34,severity_type 2,feature 312,38,resource_type 2
444,2361,location 821,2,event_type 15,severity_type 1,feature 80,1,resource_type 8
445,11595,location 984,2,event_type 20,severity_type 1,feature 54,40,resource_type 7
446,15473,location 641,0,event_type 42,severity_type 1,feature 291,60,resource_type 2
447,8927,location 468,0,event_type 35,severity_type 2,feature 312,35,resource_type 2
448,7128,location 1052,1,event_type 15,severity_type 1,feature 201,11,resource_type 8
449,5580,location 644,0,event_type 47,severity_type 1,feature 285,9,resource_type 2
450,2302,location 644,0,event_type 46,severity_type 1,feature 369,1,resource_type 2
451,3332,location 468,0,event_type 34,severity_type 2,feature 232,8,resource_type 2
452,15011,location 826,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
453,3262,location 763,0,event_type 15,severity_type 1,feature 71,2,resource_type 8
454,8459,location 1107,0,event_type 11,severity_type 1,feature 82,108,resource_type 8
455,3303,location 794,0,event_type 14,severity_type 1,feature 306,1,resource_type 7
456,7207,location 124,0,event_type 34,severity_type 2,feature 313,7,resource_type 2
457,2560,location 478,0,event_type 35,severity_type 2,feature 229,17,resource_type 2
458,5935,location 504,0,event_type 35,severity_type 2,feature 232,5,resource_type 2
459,17817,location 116,0,event_type 20,severity_type 1,feature 232,2,resource_type 2
460,6081,location 704,0,event_type 11,severity_type 1,feature 196,1,resource_type 8
461,1244,location 276,1,event_type 35,severity_type 2,feature 307,1,resource_type 2
462,784,location 445,0,event_type 35,severity_type 2,feature 312,11,resource_type 2
463,5703,location 846,2,event_type 11,severity_type 1,feature 203,10,resource_type 8
464,4848,location 1,0,event_type 11,severity_type 1,feature 56,3,resource_type 8
465,5634,location 1075,1,event_type 15,severity_type 2,feature 82,6,resource_type 8
466,16696,location 793,0,event_type 11,severity_type 1,feature 109,1,resource_type 8
467,12619,location 326,0,event_type 35,severity_type 4,feature 301,1,resource_type 2
468,15671,location 252,1,event_type 35,severity_type 2,feature 232,1,resource_type 2
469,12676,location 519,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
470,18093,location 1083,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
471,11855,location 972,1,event_type 11,severity_type 2,feature 87,1,resource_type 7
472,1456,location 1048,0,event_type 11,severity_type 1,feature 54,636,resource_type 8
473,17460,location 1100,1,event_type 15,severity_type 1,feature 201,1,resource_type 8
474,12099,location 957,0,event_type 54,severity_type 1,feature 55,2,resource_type 8
475,274,location 244,0,event_type 34,severity_type 2,feature 312,45,resource_type 2
476,105,location 376,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
477,13301,location 1046,0,event_type 18,severity_type 1,feature 244,1,resource_type 8
478,12782,location 821,2,event_type 15,severity_type 2,feature 71,2,resource_type 8
479,8928,location 324,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
480,11604,location 847,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
481,16445,location 709,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
482,16694,location 810,1,event_type 11,severity_type 1,feature 203,4,resource_type 8
483,646,location 484,0,event_type 35,severity_type 2,feature 310,1,resource_type 2
484,11171,location 894,0,event_type 42,severity_type 1,feature 375,5,resource_type 2
485,18228,location 684,2,event_type 15,severity_type 1,feature 71,1,resource_type 8
486,1104,location 760,1,event_type 2,severity_type 1,feature 26,1,resource_type 8
487,16966,location 230,0,event_type 34,severity_type 2,feature 211,1,resource_type 8
488,16874,location 1099,0,event_type 11,severity_type 1,feature 81,18,resource_type 8
489,18127,location 943,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
490,1205,location 242,0,event_type 34,severity_type 2,feature 314,68,resource_type 2
491,3172,location 122,0,event_type 35,severity_type 2,feature 235,2,resource_type 2
492,18535,location 133,0,event_type 34,severity_type 2,feature 315,1,resource_type 2
493,8729,location 734,1,event_type 15,severity_type 1,feature 203,2,resource_type 8
494,3384,location 9,0,event_type 11,severity_type 1,feature 108,1,resource_type 8
495,7640,location 998,0,event_type 11,severity_type 1,feature 62,1,resource_type 8
496,7007,location 1049,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
497,11469,location 229,0,event_type 34,severity_type 1,feature 301,2,resource_type 2
498,16837,location 1065,1,event_type 11,severity_type 1,feature 201,1,resource_type 8
499,17237,location 878,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
500,19,location 644,1,event_type 42,severity_type 1,feature 368,3,resource_type 2
501,14290,location 249,0,event_type 35,severity_type 1,feature 134,1,resource_type 2
502,6761,location 321,0,event_type 35,severity_type 1,feature 301,2,resource_type 2
503,15850,location 100,0,event_type 34,severity_type 2,feature 232,13,resource_type 2
504,16249,location 126,0,event_type 34,severity_type 2,feature 233,7,resource_type 2
505,11170,location 322,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
506,9380,location 618,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
507,1790,location 148,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
508,14735,location 1075,2,event_type 15,severity_type 1,feature 203,11,resource_type 8
509,14241,location 57,1,event_type 11,severity_type 1,feature 41,1,resource_type 8
510,5689,location 91,0,event_type 35,severity_type 2,feature 315,148,resource_type 2
511,14799,location 462,1,event_type 11,severity_type 2,feature 44,1,resource_type 8
512,15037,location 790,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
513,17745,location 1008,1,event_type 15,severity_type 2,feature 80,1,resource_type 8
514,874,location 1100,2,event_type 15,severity_type 1,feature 82,115,resource_type 8
515,11724,location 707,0,event_type 15,severity_type 2,feature 71,2,resource_type 8
516,12109,location 662,0,event_type 11,severity_type 1,feature 85,2,resource_type 2
517,2589,location 679,1,event_type 11,severity_type 1,feature 55,8,resource_type 8
518,1619,location 533,0,event_type 27,severity_type 1,feature 154,2,resource_type 9
519,9224,location 658,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
520,6197,location 1117,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
521,6643,location 51,1,event_type 11,severity_type 1,feature 205,1,resource_type 8
522,14544,location 1125,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
523,14337,location 1109,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
524,16159,location 135,0,event_type 34,severity_type 2,feature 233,1,resource_type 2
525,12623,location 297,0,event_type 35,severity_type 4,feature 301,2,resource_type 2
526,11193,location 897,1,event_type 44,severity_type 1,feature 283,1,resource_type 2
527,10700,location 498,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
528,1264,location 808,0,event_type 15,severity_type 1,feature 52,1,resource_type 2
529,18386,location 526,0,event_type 35,severity_type 2,feature 313,6,resource_type 2
530,5364,location 504,0,event_type 34,severity_type 2,feature 312,6,resource_type 2
531,16123,location 603,0,event_type 11,severity_type 1,feature 54,1,resource_type 8
532,6111,location 599,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
533,7607,location 810,2,event_type 15,severity_type 1,feature 71,3,resource_type 8
